movieId,countryId
827,4
828,1
829,1
830,1
831,1
832,2
833,5
834,1
836,42
837,10
838,1
839,1
840,1
841,1
842,1
843,7
843,16
844,2
844,4
844,5
844,7
844,16
845,1
846,1
846,10
847,1
848,3
849,1
849,3
849,5
849,6
850,1
850,10
851,3
853,1
853,2
853,3
853,18
854,1
855,1
855,3
856,1
857,1
858,1
859,1
859,3
860,1
861,1
862,1
863,1
864,1
865,1
866,1
866,3
867,1
868,9
869,1
870,12
871,1
872,1
873,1
874,3
875,1
876,1
876,2
876,5
876,10
876,21
877,1
878,2
879,1
880,3
880,14
880,15
881,1
883,1
884,10
885,1
886,1
887,1
888,1
889,1
890,2
890,23
891,1
892,4
895,21
895,83
896,41
897,41
898,1
899,1
900,1
901,1
902,2
902,4
902,6
903,1
905,2
907,1
907,5
909,1
910,1
911,1
912,1
913,1
914,1
916,1
917,41
918,1
919,12
920,1
921,1
922,1
922,2
922,12
923,1
923,5
923,12
924,1
925,1
926,1
927,1
928,1
929,1
931,3
931,5
932,2
934,4
935,1
935,3
936,1
938,2
938,5
938,6
939,1
940,3
941,1
942,1
943,1
944,1
946,1
947,3
948,1
949,1
950,1
951,1
953,1
954,1
955,1
955,2
956,1
956,2
956,7
957,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
975,1
976,1
977,1
978,1
979,4
980,1
981,1
982,1
983,1
983,3
984,1
985,1
986,4
986,6
986,11
987,1
988,1
989,1
990,1
991,3
992,1
993,3
994,1
994,3
995,1
996,1
1018,1
1018,4
1023,2
1023,31
1024,25
1039,23
1040,4
1040,5
1049,1
1049,4
1050,7
1051,1
1052,1
1052,3
1052,5
1058,1
1059,12
1073,1
1075,2
1075,4
1075,23
1075,38
1075,47
1088,25
1089,1
1090,1
1091,1
1092,3
1093,4
1103,1
1114,2
1114,99
1115,2
1116,2
1116,3
1116,4
1116,5
1116,6
1116,11
1116,15
1116,18
1123,1
1123,3
1123,4
1123,9
1124,1
1125,1
1126,25
1127,6
1162,1
1163,1
1164,1
1164,4
1164,12
1164,26
1165,1
1165,3
1165,4
1165,5
1213,1
1244,2
1245,1
1245,3
1246,1
1247,1
1248,3
1248,4
1248,5
1248,40
1249,1
1250,1
1250,8
1251,1
1251,12
1252,1
1253,1
1253,3
1254,4
1255,37
1257,1
1259,3
1262,1
1265,1
1266,1
1267,1
1268,1
1268,2
1268,3
1268,4
1269,2
1271,1
1272,1
1272,3
1273,1
1277,2
1277,39
1278,3
1278,4
1278,5
1279,37
1280,12
1280,37
1281,1
1281,3
1282,1
1283,6
1284,6
1285,6
1294,2
1358,3
1359,1
1359,10
1360,1
1360,10
1360,26
1361,1
1362,1
1363,1
1364,4
1364,6
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1372,2
1373,3
1373,14
1374,1
1375,1
1376,3
1377,1
1378,1
1379,33
1380,1
1381,1
1382,1
1387,1
1389,1
1391,26
1392,1
1393,2
1393,99
1394,5
1394,83
1396,21
1398,21
1402,1
1403,1
1404,2
1404,3
1404,5
1404,6
1404,15
1405,1
1406,1
1407,3
1407,4
1407,40
1408,1
1408,2
1408,4
1408,5
1410,1
1411,1
1412,1
1413,1
1414,6
1415,1
1415,14
1416,37
1417,1
1417,6
1417,26
1418,6
1419,2
1420,3
1420,18
1421,4
1422,1
1422,16
1427,2
1427,4
1427,6
1428,1
1429,1
1430,1
1433,6
1433,26
1435,1
1439,1
1439,68
1440,1
1441,1
1441,51
1443,1
1448,3
1450,4
1450,7
1450,12
1450,16
1452,1
1479,1
1480,1
1481,8
1482,1
1483,1
1484,2
1485,3
1487,1
1488,7
1491,1
1491,40
1492,1
1492,3
1492,4
1492,6
1492,93
1493,1
1494,7
1494,16
1495,1
1495,2
1495,3
1495,6
1495,65
1496,1
1497,1
1497,16
1498,1
1498,16
1499,1
1499,16
1523,1
1523,2
1523,3
1534,1
1535,1
1535,3
1537,1
1538,1
1539,2
1540,4
1540,10
1541,1
1542,1
1543,2
1544,1
1544,2
1544,3
1546,1
1547,1
1548,1
1548,2
1548,3
1549,4
1550,1
1551,1
1552,1
1553,4
1554,1
1554,2
1555,4
1556,12
1557,2
1559,2
1559,4
1559,10
1560,43
1561,4
1562,3
1562,6
1563,4
1566,2
1567,4
1568,4
1571,1
1571,3
1572,1
1573,1
1574,1
1576,1
1576,2
1576,3
1576,4
1577,1
1577,2
1577,3
1577,4
1577,10
1578,1
1579,1
1580,1
1581,1
1581,3
1583,2
1584,1
1584,2
1585,1
1586,1
1587,1
1588,1
1589,2
1589,3
1589,18
1590,1
1590,2
1591,2
1592,1
1593,1
1593,3
1594,1
1594,3
1595,1
1595,2
1595,10
1596,10
1597,1
1598,1
1599,1
1599,2
1600,4
1600,27
1600,53
1607,1
1608,3
1609,3
1609,4
1610,3
1611,2
1613,3
1613,10
1615,2
1616,2
1618,3
1619,1
1620,1
1620,4
1621,1
1622,4
1623,1
1624,1
1626,4
1627,4
1628,4
1629,4
1630,1
1631,4
1632,1
1633,1
1634,1
1634,4
1635,1
1636,1
1637,1
1639,1
1640,1
1640,2
1641,1
1642,1
1643,4
1643,5
1644,1
1645,1
1646,1
1646,2
1647,1
1648,1
1649,1
1651,4
1651,5
1652,2
1653,1
1653,2
1653,3
1653,4
1653,28
1653,35
1653,42
1653,52
1654,1
1654,3
1655,2
1656,1
1656,26
1659,2
1660,4
1661,2
1662,1
1662,3
1665,1
1666,1
1667,4
1669,1
1672,4
1673,1
1675,4
1675,5
1676,1
1677,1
1678,12
1679,12
1680,12
1682,12
1683,1
1685,1
1686,1
1687,1
1688,1
1689,3
1689,4
1689,5
1689,30
1690,1
1691,1
1694,1
1696,1
1696,2
1697,2
1698,2
1700,1
1701,1
1702,3
1705,1
1710,1
1712,1
1713,1
1714,3
1715,1
1716,4
1717,1
1718,1
1719,4
1720,36
1721,5
1722,1
1722,3
1722,4
1723,1
1724,1
1725,1
1726,1
1727,1
1729,1
1729,7
1730,1
1730,4
1730,27
1731,1
1731,2
1731,3
1731,10
1732,1
1734,1
1735,1
1735,2
1736,2
1738,1
1770,3
1770,18
1771,1
1772,1
1773,1
1774,1
1774,3
1775,1
1775,10
1776,1
1778,1
1779,1
1781,1
1782,2
1782,4
1782,10
1783,1
1783,3
1783,74
1785,4
1785,5
1786,2
1786,4
1786,5
1787,4
1787,5
1788,1
1789,1
1790,1
1791,4
1791,23
1792,1
1793,1
1802,2
1802,4
1803,1
1807,1
1808,3
1809,1
1809,2
1810,1
1811,1
1811,4
1812,1
1813,1
1813,2
1815,1
1815,3
1816,1
1817,1
1818,4
1819,1
1824,1
1825,1
1826,3
1826,4
1829,4
1830,1
1830,2
1830,4
1831,1
1832,1
1833,1
1834,1
1835,1
1836,4
1837,4
1838,31
1840,1
1841,1
1842,1
1843,1
1844,1
1844,3
1845,2
1845,4
1846,1
1847,1
1848,1
1849,1
1849,3
1850,1
1852,1
1853,1
1857,1
1858,1
1859,1
1863,4
1863,5
1865,1
1870,4
1870,5
1871,4
1871,5
1872,1
1872,25
1874,9
1874,15
1875,4
1875,5
1877,1
1878,1
1879,1
1880,1
1882,1
1883,1
1884,1
1885,1
1887,1
1887,4
1887,12
1888,1
1890,1
1891,1
1892,1
1893,1
1894,1
1895,1
1896,6
1899,4
1899,10
1900,1
1900,2
1901,1
1902,6
1903,1
1904,1
1906,84
1907,1
1907,3
1908,1
1909,1
1911,1
1912,2
1913,4
1913,5
1913,6
1914,2
1915,2
1917,4
1918,4
1918,61
1919,10
1920,1
1921,1
1922,2
1922,4
1922,15
1923,1
1924,1
1924,3
1926,1
1926,3
1926,4
1926,12
1926,13
1926,26
1926,41
1926,46
1926,61
1926,66
1926,89
1927,1
1930,1
1931,1
1933,1
1933,4
1933,5
1933,6
1934,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,3
1944,1
1945,1
1946,3
1946,4
1946,10
1947,1
1947,2
1948,1
1949,1
1950,1
1951,2
1951,3
1951,4
1951,5
1951,14
1951,31
1951,34
1954,1
1954,10
1955,1
1955,3
1956,1
1956,35
1957,1
1958,4
1958,5
1959,3
1961,1
1963,12
1963,37
1964,2
1965,1
1966,1
1966,2
1966,3
1966,4
1966,5
1966,14
1967,1
1968,1
1969,1
1969,4
1969,26
1970,1
1970,12
1975,1
1976,1
1977,1
1978,3
1979,1
1979,2
1979,3
1984,1
1984,3
1985,1
1985,2
1985,3
1985,7
1986,4
1986,5
1986,15
1986,61
1987,11
1987,23
1988,1
1988,3
1988,4
1988,71
1989,4
1989,7
1989,16
1990,1
1990,4
1991,1
1992,1
1993,4
1993,5
1994,1
1995,1
1996,1
1996,2
1996,3
1996,12
1997,3
1997,4
1998,4
1998,126
1999,1
2000,2
2000,28
2001,1
2002,4
2002,5
2003,4
2004,2
2005,1
2006,1
2007,1
2008,7
2008,12
2008,37
2009,15
2009,47
2010,12
2011,1
2011,4
2012,2
2012,4
2012,14
2012,26
2013,1
2013,4
2014,2
2014,62
2015,37
2016,4
2016,15
2016,55
2016,65
2017,1
2018,1
2019,1
2020,1
2021,3
2021,4
2022,1
2023,1
2023,65
2024,1
2024,2
2026,1
2026,2
2028,1
2029,4
2033,1
2034,1
2034,8
2038,1
2038,3
2039,1
2042,1
2043,1
2043,2
2043,10
2044,1
2045,1
2046,1
2047,1
2048,1
2048,2
2049,1
2054,1
2055,1
2056,1
2057,1
2057,4
2058,1
2059,1
2061,31
2062,1
2064,1
2067,1
2069,1
2069,10
2071,1
2072,10
2074,1
2075,1
2077,1
2078,1
2079,1
2080,1
2082,1
2084,1
2084,3
2085,1
2086,1
2087,1
2087,12
2088,1
2088,3
2089,1
2091,1
2093,14
2094,1
2095,1
2097,1
2097,12
2098,1
2099,1
2100,1
2102,1
2102,12
2103,1
2104,4
2105,1
2107,1
2108,1
2109,1
2110,4
2110,12
2111,4
2111,7
2112,1
2114,1
2114,12
2115,1
2116,1
2117,2
2118,1
2119,1
2122,1
2123,1
2124,1
2125,1
2132,1
2133,1
2134,1
2135,1
2139,1
2139,16
2140,1
2140,4
2141,1
2142,1
2143,3
2144,1
2148,1
2149,1
2149,2
2151,1
2151,2
2151,51
2152,1
2153,1
2153,3
2154,1
2155,1
2157,1
2160,1
2161,1
2162,1
2163,1
2164,1
2164,4
2165,2
2165,10
2166,3
2166,4
2168,8
2169,2
2171,1
2172,53
2176,1
2179,1
2180,34
2182,1
2185,1
2186,1
2189,1
2191,6
2192,4
2192,5
2193,1
2195,2
2196,3
2197,4
2197,15
2199,1
2200,40
2200,84
2202,1
2204,2
2207,1
2207,2
2210,1
2210,3
2211,2
2212,1
2232,84
2239,3
2241,2
2246,1
2251,1
2252,1
2252,3
2252,10
2253,1
2253,2
2255,1
2259,1
2259,2
2259,4
2259,31
2259,32
2260,1
2261,1
2262,2
2263,1
2264,2
2266,4
2267,1
2268,1
2268,3
2269,21
2270,1
2270,3
2270,36
2274,1
2275,1
2275,2
2277,1
2277,2
2280,1
2282,4
2284,1
2284,10
2286,2
2286,14
2286,15
2286,56
2287,1
2288,1
2289,1
2289,3
2289,5
2289,47
2290,1
2290,4
2290,39
2291,1
2292,1
2293,1
2294,1
2295,1
2297,1
2297,4
2300,1
2302,1
2307,1
2309,1
2309,2
2309,3
2310,1
2312,1
2312,2
2312,10
2313,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,1
2325,3
2325,21
2330,4
2331,1
2331,2
2331,5
2331,40
2332,4
2333,2
2334,4
2335,4
2348,1
2349,2
2355,1
2357,1
2359,1
2360,3
2360,4
2362,1
2363,4
2370,1
2371,4
2371,6
2371,11
2371,21
2383,1
2383,4
2395,2
2395,4
2395,5
2395,6
2395,15
2397,1
2428,1
2433,4
2436,1
2438,1
2440,37
2441,6
2442,10
2444,6
2447,1
2453,1
2454,1
2454,27
2454,40
2454,80
2455,4
2457,4
2459,4
2460,6
2462,4
2462,5
2463,16
2469,6
2470,4
2470,6
2470,32
2486,1
2486,3
2486,39
2487,12
2493,1
2501,1
2501,2
2501,40
2502,1
2502,2
2503,1
2503,2
2516,3
2517,12
2525,1
2525,5
2527,4
2527,5
2528,4
2539,1
2546,4
2565,1
2566,4
2567,1
2574,4
2575,1
2575,18
2576,1
2577,3
2587,3
2587,5
2588,6
2593,4
2594,4
2604,1
2605,1
2608,1
2609,1
2610,1
2611,1
2612,1
2613,1
2614,1
2616,1
2617,1
2619,1
2620,1
2621,1
2623,1
2625,1
2636,1
2636,28
2637,1
2639,1
2640,1
2642,1
2642,8
2648,16
2649,1
2652,1
2654,1
2655,1
2657,1
2661,1
2662,1
2665,1
2666,1
2666,8
2667,1
2668,1
2668,2
2669,1
2669,3
2671,12
2675,1
2687,1
2687,4
2690,1
2692,2
2694,7
2698,1
2699,1
2699,10
2701,1
2701,2
2701,5
2701,23
2721,4
2721,55
2722,6
2728,10
2731,4
2734,1
2734,2
2734,5
2742,3
2742,10
2742,12
2748,4
2748,5
2749,1
2749,2
2750,3
2752,1
2752,3
2752,4
2753,14
2754,14
2755,1
2756,1
2757,1
2758,1
2759,8
2760,3
2761,3
2762,3
2764,14
2767,4
2768,1
2769,1
2770,1
2771,1
2777,37
2778,1
2779,1
2779,2
2786,4
2786,5
2787,1
2788,1
2789,1
2791,1
2798,4
2800,1
2805,74
2813,4
2817,3
2817,4
2817,5
2817,11
2830,1
2832,1
2841,4
2860,4
2861,4
2882,4
2887,1
2890,6
2890,14
2891,3
2891,8
2891,25
2892,8
2894,4
2895,1
2897,1
2898,1
2899,2
2899,4
2900,1
2907,1
2909,84
2911,3
2912,4
2923,1
2923,3
2924,1
2925,1
2926,1
2927,2
2928,1
2929,1
2959,1
2959,8
2963,4
2965,1
2966,1
2966,8
2969,2
2972,2
2973,21
2974,2
2974,23
2976,1
2976,3
2977,1
2977,3
2978,1
2979,1
2981,1
2982,1
2984,3
2988,1
2989,1
2990,1
2993,4
2993,5
2993,6
2994,1
2994,4
2994,5
2998,1
3001,1
3003,1
3003,2
3003,3
3004,4
3004,5
3007,2
3009,4
3010,1
3011,1
3012,1
3012,3
3013,1
3014,3
3016,1
3019,1
3021,1
3022,1
3023,1
3024,1
3024,10
3025,3
3026,4
3028,1
3030,1
3031,1
3033,1
3033,3
3034,1
3035,1
3036,1
3036,3
3036,12
3037,2
3040,21
3041,2
3041,52
3043,1
3043,4
3043,5
3048,3
3049,1
3050,1
3051,3
3052,1
3053,1
3053,3
3054,1
3055,1
3056,1
3057,1
3057,2
3057,103
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,1
3072,1
3073,1
3074,1
3075,3
3076,1
3077,1
3078,1
3079,3
3080,1
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,1
3088,1
3089,1
3090,1
3092,3
3093,1
3093,2
3093,3
3097,3
3097,14
3101,1
3102,21
3103,1
3104,3
3107,12
3109,1
3110,1
3111,1
3112,1
3114,1
3115,12
3116,1
3117,3
3118,4
3121,1
3122,5
3124,3
3125,1
3127,3
3131,1
3131,5
3132,1
3133,1
3134,4
3144,3
3145,3
3146,12
3149,1
3159,5
3160,12
3162,1
3164,1
3168,5
3170,1
3171,10
3172,1
3173,74
3175,1
3175,3
3176,12
3177,12
3178,1
3179,1
3210,3
3291,1
3291,3
3291,4
3291,12
3293,1
3309,1
3396,1
3397,2
3397,27
3405,5
3418,2
3418,4
3423,4
3423,5
3423,11
3426,4
3427,4
3432,1
3469,3
3472,3
3476,2
3476,4
3476,5
3478,2
3478,4
3478,5
3479,2
3479,4
3479,5
3480,2
3480,4
3482,1
3482,4
3483,1
3483,2
3483,3
3483,6
3484,1
3485,2
3485,3
3485,5
3485,6
3485,30
3486,1
3486,3
3489,1
3509,1
3511,3
3511,4
3512,1
3513,1
3515,1
3515,3
3520,4
3520,5
3525,1
3526,1
3527,1
3527,2
3527,4
3529,1
3536,1
3536,4
3537,1
3539,2
3541,5
3541,6
3542,3
3542,4
3542,15
3543,1
3543,2
3547,1
3549,31
3549,34
3554,1
3556,1
3558,1
3558,2
3563,1
3565,3
3573,1
3574,1
3575,1
3576,1
3577,2
3578,2
3578,4
3580,1
3581,3
3582,3
3586,1
3587,1
3589,1
3591,3
3592,1
3593,1
3594,1
3594,2
3595,1
3596,3
3597,1
3598,1
3600,1
3602,1
3603,25
3604,1
3632,1
3635,3
3635,56
3638,1
3638,8
3640,2
3640,5
3640,11
3640,23
3681,1
3681,4
3682,1
3683,1
3686,2
3686,4
3686,5
3686,20
3687,1
3692,2
3692,4
3692,5
3698,4
3698,5
3699,2
3699,5
3701,5
3716,2
3763,12
3764,12
3766,1
3767,1
3777,12
3780,12
3782,12
3784,1
3865,6
3870,2
3870,4
3870,5
3875,31
3877,1
3902,1
3933,1
3934,4
3935,4
3935,5
3936,1
3938,1
3941,1
3962,2
3966,1
3980,1
3981,1
3989,1
3989,2
4011,1
4012,1
4024,4
4024,5
4025,1
4031,4
4032,1
4034,4
4043,6
4049,2
4049,32
4104,1
4105,1
4107,3
4107,18
4108,1
4108,4
4111,1
4112,1
4133,1
4134,14
4140,3
4141,1
4146,4
4146,11
4147,1
4148,1
4148,3
4154,1
4154,49
4169,1
4170,1
4170,2
4171,4
4171,15
4173,1
4173,5
4174,1
4175,3
4176,3
4180,4
4182,4
4191,4
4191,5
4192,3
4193,3
4195,4
4195,5
4196,2
4196,4
4196,5
4199,1
4199,3
4201,1
4201,23
4202,2
4202,4
4202,27
4203,6
4204,1
4226,1
4228,2
4228,3
4228,4
4228,5
4228,10
4232,1
4233,1
4234,1
4235,4
4241,12
4244,1
4247,1
4248,1
4248,10
4250,2
4251,41
4252,41
4253,41
4254,41
4255,1
4256,1
4257,1
4258,1
4266,4
4266,5
4266,15
4267,4
4269,4
4271,4
4274,4
4279,4
4279,47
4281,3
4283,1
4285,2
4286,4
4286,5
4288,1
4289,1
4290,1
4291,12
4296,1
4296,10
4307,6
4311,4
4326,2
4327,1
4338,1
4339,2
4344,2
4347,1
4347,3
4347,4
4348,1
4348,3
4348,4
4349,1
4349,2
4351,1
4365,1
4368,1
4369,4
4375,3
4375,4
4377,2
4379,1
4379,2
4380,1
4398,2
4412,2
4412,4
4412,5
4413,1
4415,1
4419,5
4421,1
4435,41
4436,2
4437,1
4441,8
4442,1
4442,3
4442,40
4443,4
4457,5
4459,1
4460,1
4461,1
4462,1
4464,1
4474,1
4475,1
4476,1
4477,1
4478,1
4479,3
4480,4
4481,4
4482,4
4483,4
4484,4
4485,4
4486,4
4486,10
4488,1
4494,6
4495,6
4497,6
4497,26
4498,5
4498,6
4499,6
4507,6
4512,1
4512,3
4512,10
4513,1
4513,25
4515,1
4516,4
4517,3
4518,1
4519,4
4520,1
4520,3
4523,1
4529,2
4529,4
4538,1
4539,1
4540,2
4543,3
4546,3
4546,5
4547,1
4548,2
4548,4
4548,5
4550,37
4551,1
4552,37
4553,1
4553,6
4556,3
4556,10
4556,14
4556,27
4558,4
4561,2
4561,4
4561,10
4564,1
4566,1
4578,1
4579,1
4580,4
4584,1
4584,3
4587,1
4588,1
4588,7
4588,24
4592,1
4592,2
4593,4
4593,5
4593,6
4595,4
4597,1
4599,1
4612,3
4612,10
4613,1
4614,1
4627,2
4628,3
4628,4
4629,1
4629,3
4629,8
4638,3
4639,1
4641,1
4643,1
4644,1
4645,2
4652,2
4657,8
4658,1
4676,4
4680,4
4680,5
4683,4
4688,1
4689,37
4695,2
4701,3
4703,1
4704,1
4705,5
4706,3
4708,1
4708,4
4709,4
4710,4
4710,34
4722,1
4723,1
4723,2
4723,4
4727,4
4728,4
4729,4
4734,4
4747,4
4762,2
4771,1
4772,3
4780,1
4781,4
4781,34
4786,1
4786,26
4787,1
4787,3
4789,5
4790,4
4790,5
4798,4
4806,1
4808,1
4809,1
4816,1
4820,1
4822,1
4823,1
4824,1
4825,1
4832,1
4836,3
4837,4
4839,2
4839,61
4857,4
4857,5
4858,1
4858,8
4868,1
4868,3
4868,38
4879,3
4880,2
4882,1
4883,2
4883,3
4883,4
4883,6
4885,21
4886,1
4887,2
4887,62
4889,3
4893,3
4896,2
4909,3
4909,4
4910,3
4911,1
4911,2
4911,3
4912,1
4913,1
4916,1
4917,1
4918,3
4921,2
4922,1
4923,18
4925,1
4926,1
4927,1
4928,1
4929,1
4930,1
4931,1
4932,1
